Timestamp;Parameter;Value;Group_ID;X;Y;Z
07-11-2013 14:10:00;Absorbance 222.50_nm;42.5594;;580000;255300;455.3
07-11-2013 14:11:00;Absorbance 222.50_nm;42.4403;;580000;255300;455.3
07-11-2013 14:12:00;Absorbance 222.50_nm;47.4234;;580000;255300;455.3
07-11-2013 14:13:00;Absorbance 222.50_nm;44.363;;580000;255300;455.3
07-11-2013 14:14:00;Absorbance 222.50_nm;51.3517;;580000;255300;455.3
07-11-2013 14:15:00;Absorbance 222.50_nm;47.6745;;580000;255300;455.3
07-11-2013 14:16:00;Absorbance 222.50_nm;46.7618;;580000;255300;455.3
07-11-2013 14:17:00;Absorbance 222.50_nm;48.2877;;580000;255300;455.3
07-11-2013 14:18:00;Absorbance 222.50_nm;44.3243;;580000;255300;455.3
07-11-2013 14:19:00;Absorbance 222.50_nm;43.3535;;580000;255300;455.3
07-11-2013 14:20:00;Absorbance 222.50_nm;40.97;;580000;255300;455.3
07-11-2013 14:21:00;Absorbance 222.50_nm;44.4134;;580000;255300;455.3
07-11-2013 14:22:00;Absorbance 222.50_nm;48.0421;;580000;255300;455.3
07-11-2013 14:23:00;Absorbance 222.50_nm;40.3704;;580000;255300;455.3
07-11-2013 14:24:00;Absorbance 222.50_nm;42.1438;;580000;255300;455.3
07-11-2013 14:25:00;Absorbance 222.50_nm;41.8184;;580000;255300;455.3
07-11-2013 14:26:00;Absorbance 222.50_nm;42.09;;580000;255300;455.3
07-11-2013 14:27:00;Absorbance 222.50_nm;45.09;;580000;255300;455.3
07-11-2013 14:28:00;Absorbance 222.50_nm;43.6992;;580000;255300;455.3
07-11-2013 14:29:00;Absorbance 222.50_nm;42.9884;;580000;255300;455.3
07-11-2013 14:30:00;Absorbance 222.50_nm;42.7704;;580000;255300;455.3
07-11-2013 14:31:00;Absorbance 222.50_nm;43.7106;;580000;255300;455.3
07-11-2013 14:32:00;Absorbance 222.50_nm;42.7907;;580000;255300;455.3
07-11-2013 14:33:00;Absorbance 222.50_nm;42.7551;;580000;255300;455.3
07-11-2013 14:34:00;Absorbance 222.50_nm;43.2617;;580000;255300;455.3
07-11-2013 14:35:00;Absorbance 222.50_nm;44.1137;;580000;255300;455.3
07-11-2013 14:10:00;Absorbance 225.00_nm;42.1356;;580000;255300;455.3
07-11-2013 14:11:00;Absorbance 225.00_nm;41.9494;;580000;255300;455.3
07-11-2013 14:12:00;Absorbance 225.00_nm;46.9337;;580000;255300;455.3
07-11-2013 14:13:00;Absorbance 225.00_nm;43.9263;;580000;255300;455.3
07-11-2013 14:14:00;Absorbance 225.00_nm;50.8123;;580000;255300;455.3
07-11-2013 14:15:00;Absorbance 225.00_nm;47.1035;;580000;255300;455.3
07-11-2013 14:16:00;Absorbance 225.00_nm;46.1464;;580000;255300;455.3
07-11-2013 14:17:00;Absorbance 225.00_nm;47.7106;;580000;255300;455.3
07-11-2013 14:18:00;Absorbance 225.00_nm;43.7528;;580000;255300;455.3
07-11-2013 14:19:00;Absorbance 225.00_nm;42.7728;;580000;255300;455.3
07-11-2013 14:20:00;Absorbance 225.00_nm;40.3889;;580000;255300;455.3
07-11-2013 14:21:00;Absorbance 225.00_nm;43.8893;;580000;255300;455.3
07-11-2013 14:22:00;Absorbance 225.00_nm;47.4831;;580000;255300;455.3
07-11-2013 14:23:00;Absorbance 225.00_nm;39.8296;;580000;255300;455.3
07-11-2013 14:24:00;Absorbance 225.00_nm;41.6016;;580000;255300;455.3
07-11-2013 14:25:00;Absorbance 225.00_nm;41.2685;;580000;255300;455.3
07-11-2013 14:26:00;Absorbance 225.00_nm;41.5188;;580000;255300;455.3
07-11-2013 14:27:00;Absorbance 225.00_nm;44.5267;;580000;255300;455.3
07-11-2013 14:28:00;Absorbance 225.00_nm;43.1284;;580000;255300;455.3
07-11-2013 14:29:00;Absorbance 225.00_nm;42.3958;;580000;255300;455.3
07-11-2013 14:30:00;Absorbance 225.00_nm;42.2227;;580000;255300;455.3
07-11-2013 14:31:00;Absorbance 225.00_nm;43.1524;;580000;255300;455.3
07-11-2013 14:32:00;Absorbance 225.00_nm;42.2922;;580000;255300;455.3
07-11-2013 14:33:00;Absorbance 225.00_nm;42.2607;;580000;255300;455.3
07-11-2013 14:34:00;Absorbance 225.00_nm;42.7058;;580000;255300;455.3
07-11-2013 14:35:00;Absorbance 225.00_nm;43.5412;;580000;255300;455.3
07-11-2013 14:10:00;Absorbance 227.50_nm;41.988;;580000;255300;455.3
07-11-2013 14:11:00;Absorbance 227.50_nm;41.8077;;580000;255300;455.3
07-11-2013 14:12:00;Absorbance 227.50_nm;46.7914;;580000;255300;455.3
07-11-2013 14:13:00;Absorbance 227.50_nm;43.8128;;580000;255300;455.3
07-11-2013 14:14:00;Absorbance 227.50_nm;50.6279;;580000;255300;455.3
07-11-2013 14:15:00;Absorbance 227.50_nm;46.8561;;580000;255300;455.3
07-11-2013 14:16:00;Absorbance 227.50_nm;45.8855;;580000;255300;455.3
07-11-2013 14:17:00;Absorbance 227.50_nm;47.4738;;580000;255300;455.3
07-11-2013 14:18:00;Absorbance 227.50_nm;43.4924;;580000;255300;455.3
07-11-2013 14:19:00;Absorbance 227.50_nm;42.5265;;580000;255300;455.3
07-11-2013 14:20:00;Absorbance 227.50_nm;40.1516;;580000;255300;455.3
07-11-2013 14:21:00;Absorbance 227.50_nm;43.6364;;580000;255300;455.3
07-11-2013 14:22:00;Absorbance 227.50_nm;47.2236;;580000;255300;455.3
07-11-2013 14:23:00;Absorbance 227.50_nm;39.569;;580000;255300;455.3
07-11-2013 14:24:00;Absorbance 227.50_nm;41.3339;;580000;255300;455.3
07-11-2013 14:25:00;Absorbance 227.50_nm;41.025;;580000;255300;455.3
07-11-2013 14:26:00;Absorbance 227.50_nm;41.2705;;580000;255300;455.3
07-11-2013 14:27:00;Absorbance 227.50_nm;44.2589;;580000;255300;455.3
07-11-2013 14:28:00;Absorbance 227.50_nm;42.8422;;580000;255300;455.3
07-11-2013 14:29:00;Absorbance 227.50_nm;42.1524;;580000;255300;455.3
07-11-2013 14:30:00;Absorbance 227.50_nm;41.9943;;580000;255300;455.3
07-11-2013 14:31:00;Absorbance 227.50_nm;42.8876;;580000;255300;455.3
07-11-2013 14:32:00;Absorbance 227.50_nm;42.0523;;580000;255300;455.3
07-11-2013 14:33:00;Absorbance 227.50_nm;42.0001;;580000;255300;455.3
07-11-2013 14:34:00;Absorbance 227.50_nm;42.4473;;580000;255300;455.3
07-11-2013 14:35:00;Absorbance 227.50_nm;43.2534;;580000;255300;455.3
07-11-2013 14:10:00;Absorbance 230.00_nm;40.9139;;580000;255300;455.3
07-11-2013 14:11:00;Absorbance 230.00_nm;40.6791;;580000;255300;455.3
07-11-2013 14:12:00;Absorbance 230.00_nm;45.6532;;580000;255300;455.3
07-11-2013 14:13:00;Absorbance 230.00_nm;42.6907;;580000;255300;455.3
07-11-2013 14:14:00;Absorbance 230.00_nm;49.4606;;580000;255300;455.3
07-11-2013 14:15:00;Absorbance 230.00_nm;45.6227;;580000;255300;455.3
07-11-2013 14:16:00;Absorbance 230.00_nm;44.6173;;580000;255300;455.3
07-11-2013 14:17:00;Absorbance 230.00_nm;46.2004;;580000;255300;455.3
07-11-2013 14:18:00;Absorbance 230.00_nm;42.1969;;580000;255300;455.3
07-11-2013 14:19:00;Absorbance 230.00_nm;41.2402;;580000;255300;455.3
07-11-2013 14:20:00;Absorbance 230.00_nm;38.853;;580000;255300;455.3
07-11-2013 14:21:00;Absorbance 230.00_nm;42.3117;;580000;255300;455.3
07-11-2013 14:22:00;Absorbance 230.00_nm;45.8767;;580000;255300;455.3
07-11-2013 14:23:00;Absorbance 230.00_nm;38.2248;;580000;255300;455.3
07-11-2013 14:24:00;Absorbance 230.00_nm;40.0085;;580000;255300;455.3
07-11-2013 14:25:00;Absorbance 230.00_nm;39.6951;;580000;255300;455.3
07-11-2013 14:26:00;Absorbance 230.00_nm;39.9196;;580000;255300;455.3
07-11-2013 14:27:00;Absorbance 230.00_nm;42.8679;;580000;255300;455.3
07-11-2013 14:28:00;Absorbance 230.00_nm;41.4387;;580000;255300;455.3
